
Smileys and people

👲🏾; Man with Gua Pi Mao; U+1F472 U+1F3FE; UTF-8: F0 9F 91 B2 F0 9F 8F BE
👲🏿; Man with Gua Pi Mao; U+1F472 U+1F3FF; UTF-8: F0 9F 91 B2 F0 9F 8F BF
👳; Man with turban; U+1F473; UTF-8: F0 9F 91 B3
👳🏻; Man with turban; U+1F473 U+1F3FB; UTF-8: F0 9F 91 B3 F0 9F 8F BB
👳🏼; Man with turban; U+1F473 U+1F3FC; UTF-8: F0 9F 91 B3 F0 9F 8F BC
👳🏽; Man with turban; U+1F473 U+1F3FD; UTF-8: F0 9F 91 B3 F0 9F 8F BD
👳🏾; Man with turban; U+1F473 U+1F3FE; UTF-8: F0 9F 91 B3 F0 9F 8F BE
👳🏿; Man with turban; U+1F473 U+1F3FF; UTF-8: F0 9F 91 B3 F0 9F 8F BF
👮; Police officer; U+1F46E; UTF-8: F0 9F 91 AE
👮🏻; Police officer; U+1F46E U+1F3FB; UTF-8: F0 9F 91 AE F0 9F 8F BB
👮🏼; Police officer; U+1F46E U+1F3FC; UTF-8: F0 9F 91 AE F0 9F 8F BC
👮🏽; Police officer; U+1F46E U+1F3FD; UTF-8: F0 9F 91 AE F0 9F 8F BD
👮🏾; Police officer; U+1F46E U+1F3FE; UTF-8: F0 9F 91 AE F0 9F 8F BE
👮🏿; Police officer; U+1F46E U+1F3FF; UTF-8: F0 9F 91 AE F0 9F 8F BF
👷; Construction worker; U+1F477; UTF-8: F0 9F 91 B7
👷🏻; Construction worker; U+1F477 U+1F3FB; UTF-8: F0 9F 91 B7 F0 9F 8F BB
👷🏼; Construction worker; U+1F477 U+1F3FC; UTF-8: F0 9F 91 B7 F0 9F 8F BC
👷🏽; Construction worker; U+1F477 U+1F3FD; UTF-8: F0 9F 91 B7 F0 9F 8F BD
👷🏾; Construction worker; U+1F477 U+1F3FE; UTF-8: F0 9F 91 B7 F0 9F 8F BE
👷🏿; Construction worker; U+1F477 U+1F3FF; UTF-8: F0 9F 91 B7 F0 9F 8F BF
💂; Guardsman; U+1F482; UTF-8: F0 9F 92 82
💂🏻; Guardsman; U+1F482 U+1F3FB; UTF-8: F0 9F 92 82 F0 9F 8F BB
💂🏼; Guardsman; U+1F482 U+1F3FC; UTF-8: F0 9F 92 82 F0 9F 8F BC
💂🏽; Guardsman; U+1F482 U+1F3FD; UTF-8: F0 9F 92 82 F0 9F 8F BD
💂🏾; Guardsman; U+1F482 U+1F3FE; UTF-8: F0 9F 92 82 F0 9F 8F BE
💂🏿; Guardsman; U+1F482 U+1F3FF; UTF-8: F0 9F 92 82 F0 9F 8F BF
🕵; Sleuth or spy; U+1F575; UTF-8: F0 9F 95 B5
🕵🏻; Sleuth or spy; U+1F575 U+1F3FB; UTF-8: F0 9F 95 B5 F0 9F 8F BB
🕵🏼; Sleuth or spy; U+1F575 U+1F3FC; UTF-8: F0 9F 95 B5 F0 9F 8F BC
🕵🏽; Sleuth or spy; U+1F575 U+1F3FD; UTF-8: F0 9F 95 B5 F0 9F 8F BD
🕵🏾; Sleuth or spy; U+1F575 U+1F3FE; UTF-8: F0 9F 95 B5 F0 9F 8F BE
🕵🏿; Sleuth or spy; U+1F575 U+1F3FF; UTF-8: F0 9F 95 B5 F0 9F 8F BF
🎅; Father christmas; U+1F385; UTF-8: F0 9F 8E 85
🎅🏻; Father christmas; U+1F385 U+1F3FB; UTF-8: F0 9F 8E 85 F0 9F 8F BB
🎅🏼; Father christmas; U+1F385 U+1F3FC; UTF-8: F0 9F 8E 85 F0 9F 8F BC
🎅🏽; Father christmas; U+1F385 U+1F3FD; UTF-8: F0 9F 8E 85 F0 9F 8F BD
🎅🏾; Father christmas; U+1F385 U+1F3FE; UTF-8: F0 9F 8E 85 F0 9F 8F BE
🎅🏿; Father christmas; U+1F385 U+1F3FF; UTF-8: F0 9F 8E 85 F0 9F 8F BF
👼; Baby angel; U+1F47C; UTF-8: F0 9F 91 BC
👼🏻; Baby angel; U+1F47C U+1F3FB; UTF-8: F0 9F 91 BC F0 9F 8F BB
👼🏼; Baby angel; U+1F47C U+1F3FC; UTF-8: F0 9F 91 BC F0 9F 8F BC
👼🏽; Baby angel; U+1F47C U+1F3FD; UTF-8: F0 9F 91 BC F0 9F 8F BD
👼🏾; Baby angel; U+1F47C U+1F3FE; UTF-8: F0 9F 91 BC F0 9F 8F BE
👼🏿; Baby angel; U+1F47C U+1F3FF; UTF-8: F0 9F 91 BC F0 9F 8F BF
👸; Princess; U+1F478; UTF-8: F0 9F 91 B8
👸🏻; Princess; U+1F478 U+1F3FB; UTF-8: F0 9F 91 B8 F0 9F 8F BB
👸🏼; Princess; U+1F478 U+1F3FC; UTF-8: F0 9F 91 B8 F0 9F 8F BC
👸🏽; Princess; U+1F478 U+1F3FD; UTF-8: F0 9F 91 B8 F0 9F 8F BD
👸🏾; Princess; U+1F478 U+1F3FE; UTF-8: F0 9F 91 B8 F0 9F 8F BE
👸🏿; Princess; U+1F478 U+1F3FF; UTF-8: F0 9F 91 B8 F0 9F 8F BF
👰; Bride with veil; U+1F470; UTF-8: F0 9F 91 B0
👰🏻; Bride with veil; U+1F470 U+1F3FB; UTF-8: F0 9F 91 B0 F0 9F 8F BB
👰🏼; Bride with veil; U+1F470 U+1F3FC; UTF-8: F0 9F 91 B0 F0 9F 8F BC
👰🏽; Bride with veil; U+1F470 U+1F3FD; UTF-8: F0 9F 91 B0 F0 9F 8F BD
👰🏾; Bride with veil; U+1F470 U+1F3FE; UTF-8: F0 9F 91 B0 F0 9F 8F BE
👰🏿; Bride with veil; U+1F470 U+1F3FF; UTF-8: F0 9F 91 B0 F0 9F 8F BF
🚶; Pedestrian; U+1F6B6; UTF-8: F0 9F 9A B6
🚶🏻; Pedestrian; U+1F6B6 U+1F3FB; UTF-8: F0 9F 9A B6 F0 9F 8F BB
🚶🏼; Pedestrian; U+1F6B6 U+1F3FC; UTF-8: F0 9F 9A B6 F0 9F 8F BC
🚶🏽; Pedestrian; U+1F6B6 U+1F3FD; UTF-8: F0 9F 9A B6 F0 9F 8F BD
🚶🏾; Pedestrian; U+1F6B6 U+1F3FE; UTF-8: F0 9F 9A B6 F0 9F 8F BE
🚶🏿; Pedestrian; U+1F6B6 U+1F3FF; UTF-8: F0 9F 9A B6 F0 9F 8F BF
🏃; Runner; U+1F3C3; UTF-8: F0 9F 8F 83
🏃🏻; Runner; U+1F3C3 U+1F3FB; UTF-8: F0 9F 8F 83 F0 9F 8F BB
🏃🏼; Runner; U+1F3C3 U+1F3FC; UTF-8: F0 9F 8F 83 F0 9F 8F BC
🏃🏽; Runner; U+1F3C3 U+1F3FD; UTF-8: F0 9F 8F 83 F0 9F 8F BD
🏃🏾; Runner; U+1F3C3 U+1F3FE; UTF-8: F0 9F 8F 83 F0 9F 8F BE
🏃🏿; Runner; U+1F3C3 U+1F3FF; UTF-8: F0 9F 8F 83 F0 9F 8F BF
💃; Dancer; U+1F483; UTF-8: F0 9F 92 83
💃🏻; Dancer; U+1F483 U+1F3FB; UTF-8: F0 9F 92 83 F0 9F 8F BB
💃🏼; Dancer; U+1F483 U+1F3FC; UTF-8: F0 9F 92 83 F0 9F 8F BC
💃🏽; Dancer; U+1F483 U+1F3FD; UTF-8: F0 9F 92 83 F0 9F 8F BD
💃🏾; Dancer; U+1F483 U+1F3FE; UTF-8: F0 9F 92 83 F0 9F 8F BE
💃🏿; Dancer; U+1F483 U+1F3FF; UTF-8: F0 9F 92 83 F0 9F 8F BF
👯; Woman with bunny ears; U+1F46F; UTF-8: F0 9F 91 AF
👫; Man and woman holding hands; U+1F46B; UTF-8: F0 9F 91 AB
👬; Two men holding hands; U+1F46C; UTF-8: F0 9F 91 AC
👭; Two women holding hands; U+1F46D; UTF-8: F0 9F 91 AD
🙇; Person bowing deeply; U+1F647; UTF-8: F0 9F 99 87
🙇🏻; Person bowing deeply; U+1F647 U+1F3FB; UTF-8: F0 9F 99 87 F0 9F 8F BB
🙇🏼; Person bowing deeply; U+1F647 U+1F3FC; UTF-8: F0 9F 99 87 F0 9F 8F BC
🙇🏽; Person bowing deeply; U+1F647 U+1F3FD; UTF-8: F0 9F 99 87 F0 9F 8F BD
🙇🏾; Person bowing deeply; U+1F647 U+1F3FE; UTF-8: F0 9F 99 87 F0 9F 8F BE
🙇🏿; Person bowing deeply; U+1F647 U+1F3FF; UTF-8: F0 9F 99 87 F0 9F 8F BF
💁; Information desk person; U+1F481; UTF-8: F0 9F 92 81
💁🏻; Information desk person; U+1F481 U+1F3FB; UTF-8: F0 9F 92 81 F0 9F 8F BB
💁🏼; Information desk person; U+1F481 U+1F3FC; UTF-8: F0 9F 92 81 F0 9F 8F BC
💁🏽; Information desk person; U+1F481 U+1F3FD; UTF-8: F0 9F 92 81 F0 9F 8F BD
💁🏾; Information desk person; U+1F481 U+1F3FE; UTF-8: F0 9F 92 81 F0 9F 8F BE
💁🏿; Information desk person; U+1F481 U+1F3FF; UTF-8: F0 9F 92 81 F0 9F 8F BF
🙅; Face with no good gesture; U+1F645; UTF-8: F0 9F 99 85
🙅🏻; Face with no good gesture; U+1F645 U+1F3FB; UTF-8: F0 9F 99 85 F0 9F 8F BB
🙅🏼; Face with no good gesture; U+1F645 U+1F3FC; UTF-8: F0 9F 99 85 F0 9F 8F BC
🙅🏽; Face with no good gesture; U+1F645 U+1F3FD; UTF-8: F0 9F 99 85 F0 9F 8F BD
🙅🏾; Face with no good gesture; U+1F645 U+1F3FE; UTF-8: F0 9F 99 85 F0 9F 8F BE
🙅🏿; Face with no good gesture; U+1F645 U+1F3FF; UTF-8: F0 9F 99 85 F0 9F 8F BF
🙆; Face with ok gesture; U+1F646; UTF-8: F0 9F 99 86
🙆🏻; Face with ok gesture; U+1F646 U+1F3FB; UTF-8: F0 9F 99 86 F0 9F 8F BB
🙆🏼; Face with ok gesture; U+1F646 U+1F3FC; UTF-8: F0 9F 99 86 F0 9F 8F BC
🙆🏽; Face with ok gesture; U+1F646 U+1F3FD; UTF-8: F0 9F 99 86 F0 9F 8F BD
🙆🏾; Face with ok gesture; U+1F646 U+1F3FE; UTF-8: F0 9F 99 86 F0 9F 8F BE
🙆🏿; Face with ok gesture; U+1F646 U+1F3FF; UTF-8: F0 9F 99 86 F0 9F 8F BF
🙋; Happy person raising one hand; U+1F64B; UTF-8: F0 9F 99 8B
🙋🏻; Happy person raising one hand; U+1F64B U+1F3FB; UTF-8: F0 9F 99 8B F0 9F 8F BB
🙋🏼; Happy person raising one hand; U+1F64B U+1F3FC; UTF-8: F0 9F 99 8B F0 9F 8F BC
🙋🏽; Happy person raising one hand; U+1F64B U+1F3FD; UTF-8: F0 9F 99 8B F0 9F 8F BD
🙋🏾; Happy person raising one hand; U+1F64B U+1F3FE; UTF-8: F0 9F 99 8B F0 9F 8F BE
🙋🏿; Happy person raising one hand; U+1F64B U+1F3FF; UTF-8: F0 9F 99 8B F0 9F 8F BF
🙎; Person with pouting face; U+1F64E; UTF-8: F0 9F 99 8E
🙎🏻; Person with pouting face; U+1F64E U+1F3FB; UTF-8: F0 9F 99 8E F0 9F 8F BB
🙎🏼; Person with pouting face; U+1F64E U+1F3FC; UTF-8: F0 9F 99 8E F0 9F 8F BC
🙎🏽; Person with pouting face; U+1F64E U+1F3FD; UTF-8: F0 9F 99 8E F0 9F 8F BD
🙎🏾; Person with pouting face; U+1F64E U+1F3FE; UTF-8: F0 9F 99 8E F0 9F 8F BE
🙎🏿; Person with pouting face; U+1F64E U+1F3FF; UTF-8: F0 9F 99 8E F0 9F 8F BF
🙍; Person frowning; U+1F64D; UTF-8: F0 9F 99 8D
🙍🏻; Person frowning; U+1F64D U+1F3FB; UTF-8: F0 9F 99 8D F0 9F 8F BB
🙍🏼; Person frowning; U+1F64D U+1F3FC; UTF-8: F0 9F 99 8D F0 9F 8F BC
🙍🏽; Person frowning; U+1F64D U+1F3FD; UTF-8: F0 9F 99 8D F0 9F 8F BD
🙍🏾; Person frowning; U+1F64D U+1F3FE; UTF-8: F0 9F 99 8D F0 9F 8F BE
🙍🏿; Person frowning; U+1F64D U+1F3FF; UTF-8: F0 9F 99 8D F0 9F 8F BF
💇; Haircut; U+1F487; UTF-8: F0 9F 92 87
💇🏻; Haircut; U+1F487 U+1F3FB; UTF-8: F0 9F 92 87 F0 9F 8F BB
💇🏼; Haircut; U+1F487 U+1F3FC; UTF-8: F0 9F 92 87 F0 9F 8F BC
💇🏽; Haircut; U+1F487 U+1F3FD; UTF-8: F0 9F 92 87 F0 9F 8F BD
💇🏾; Haircut; U+1F487 U+1F3FE; UTF-8: F0 9F 92 87 F0 9F 8F BE
💇🏿; Haircut; U+1F487 U+1F3FF; UTF-8: F0 9F 92 87 F0 9F 8F BF
💆; Face massage; U+1F486; UTF-8: F0 9F 92 86
💆🏻; Face massage; U+1F486 U+1F3FB; UTF-8: F0 9F 92 86 F0 9F 8F BB
💆🏼; Face massage; U+1F486 U+1F3FC; UTF-8: F0 9F 92 86 F0 9F 8F BC
💆🏽; Face massage; U+1F486 U+1F3FD; UTF-8: F0 9F 92 86 F0 9F 8F BD
💆🏾; Face massage; U+1F486 U+1F3FE; UTF-8: F0 9F 92 86 F0 9F 8F BE
💆🏿; Face massage; U+1F486 U+1F3FF; UTF-8: F0 9F 92 86 F0 9F 8F BF
💑; Couple with heart (woman, man); U+1F491; UTF-8: F0 9F 92 91
👩‍❤️‍👩; Couple with heart (woman, woman); U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469; UTF-8: F0 9F 91 A9 E2 80 8D E2 9D A4 EF B8 8F E2 80 8D F0 9F 91 A9
👨‍❤️‍👨; Couple with heart (man, man); U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468; UTF-8: F0 9F 91 A8 E2 80 8D E2 9D A4 EF B8 8F E2 80 8D F0 9F 91 A8
💏; Kiss (woman, man); U+1F48F; UTF-8: F0 9F 92 8F
👩‍❤️‍💋‍👩; Kiss (woman, woman); U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469; UTF-8: F0 9F 91 A9 E2 80 8D E2 9D A4 EF B8 8F E2 80 8D F0 9F 92 8B E2 80 8D F0 9F 91 A9
👨‍❤️‍💋‍👨; Kiss (man, man); U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468; UTF-8: F0 9F 91 A8 E2 80 8D E2 9D A4 EF B8 8F E2 80 8D F0 9F 92 8B E2 80 8D F0 9F 91 A8
👪; Family (man, woman, boy); U+1F46A; UTF-8: F0 9F 91 AA
👨‍👩‍👧; Family (man, woman, girl); U+1F468 U+200D U+1F469 U+200D U+1F467; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A7
👨‍👩‍👧‍👦; Family (man, woman, girl, boy); U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A7 E2 80 8D F0 9F 91 A6
👨‍👩‍👦‍👦; Family (man, woman, boy, boy); U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A6 E2 80 8D F0 9F 91 A6
👨‍👩‍👧‍👧; Family (man, woman, girl, girl); U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A7 E2 80 8D F0 9F 91 A7
👩‍👩‍👦; Family (woman, woman, boy); U+1F469 U+200D U+1F469 U+200D U+1F466; UTF-8: F0 9F 91 A9 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A6
👩‍👩‍👧; Family (woman, woman, girl); U+1F469 U+200D U+1F469 U+200D U+1F467; UTF-8: F0 9F 91 A9 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A7
👩‍👩‍👧‍👦; Family (woman, woman, girl, boy); U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466; UTF-8: F0 9F 91 A9 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A7 E2 80 8D F0 9F 91 A6
👩‍👩‍👦‍👦; Family (woman, woman, boy, boy); U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466; UTF-8: F0 9F 91 A9 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A6 E2 80 8D F0 9F 91 A6
👩‍👩‍👧‍👧; Family (woman, woman, girl, girl); U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467; UTF-8: F0 9F 91 A9 E2 80 8D F0 9F 91 A9 E2 80 8D F0 9F 91 A7 E2 80 8D F0 9F 91 A7
👨‍👨‍👦; Family (man, man, boy); U+1F468 U+200D U+1F468 U+200D U+1F466; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A8 E2 80 8D F0 9F 91 A6
👨‍👨‍👧; Family (man, man, girl); U+1F468 U+200D U+1F468 U+200D U+1F467; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A8 E2 80 8D F0 9F 91 A7
👨‍👨‍👧‍👦; Family (man, man, girl, boy); U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A8 E2 80 8D F0 9F 91 A7 E2 80 8D F0 9F 91 A6
👨‍👨‍👦‍👦; Family (man, man, boy, boy); U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A8 E2 80 8D F0 9F 91 A6 E2 80 8D F0 9F 91 A6
👨‍👨‍👧‍👧; Family (man, man, girl, girl); U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467; UTF-8: F0 9F 91 A8 E2 80 8D F0 9F 91 A8 E2 80 8D F0 9F 91 A7 E2 80 8D F0 9F 91 A7
👚; Womans clothes; U+1F45A; UTF-8: F0 9F 91 9A
👕; T-shirt; U+1F455; UTF-8: F0 9F 91 95
👖; Jeans; U+1F456; UTF-8: F0 9F 91 96
👔; Necktie; U+1F454; UTF-8: F0 9F 91 94
👗; Dress; U+1F457; UTF-8: F0 9F 91 97
👙; Bikini; U+1F459; UTF-8: F0 9F 91 99
👘; Kimono; U+1F458; UTF-8: F0 9F 91 98
💄; Lipstick; U+1F484; UTF-8: F0 9F 92 84
💋; Kiss mark; U+1F48B; UTF-8: F0 9F 92 8B
👣; Footprints; U+1F463; UTF-8: F0 9F 91 A3
👠; High-heeled shoe; U+1F460; UTF-8: F0 9F 91 A0
👡; Womans sandal; U+1F461; UTF-8: F0 9F 91 A1
👢; Womans boots; U+1F462; UTF-8: F0 9F 91 A2
👞; Mans shoe; U+1F45E; UTF-8: F0 9F 91 9E
👟; Athletic shoe; U+1F45F; UTF-8: F0 9F 91 9F
👒; Womans hat; U+1F452; UTF-8: F0 9F 91 92
🎩; Top hat; U+1F3A9; UTF-8: F0 9F 8E A9
⛑; Helmet with white cross; U+26D1; UTF-8: E2 9B 91
🎓; Graduation cap; U+1F393; UTF-8: F0 9F 8E 93
👑; Crown; U+1F451; UTF-8: F0 9F 91 91
🎒; School satchel; U+1F392; UTF-8: F0 9F 8E 92
👝; Pouch; U+1F45D; UTF-8: F0 9F 91 9D
👛; Purse; U+1F45B; UTF-8: F0 9F 91 9B
👜; Handbag; U+1F45C; UTF-8: F0 9F 91 9C
💼; Briefcase; U+1F4BC; UTF-8: F0 9F 92 BC
👓; Eyeglasses; U+1F453; UTF-8: F0 9F 91 93
🕶; Dark sunglasses; U+1F576; UTF-8: F0 9F 95 B6
💍; Ring; U+1F48D; UTF-8: F0 9F 92 8D
🌂; Closed umbrella; U+1F302; UTF-8: F0 9F 8C 82

Animals and nature

🐶; Dog face; U+1F436; UTF-8: F0 9F 90 B6
🐱; Cat face; U+1F431; UTF-8: F0 9F 90 B1
🐭; Mouse face; U+1F42D; UTF-8: F0 9F 90 AD
🐹; Hamster face; U+1F439; UTF-8: F0 9F 90 B9
🐰; Rabbit face; U+1F430; UTF-8: F0 9F 90 B0
🐻; Bear face; U+1F43B; UTF-8: F0 9F 90 BB
🐼; Panda face; U+1F43C; UTF-8: F0 9F 90 BC
🐨; Koala; U+1F428; UTF-8: F0 9F 90 A8
🐯; Tiger face; U+1F42F; UTF-8: F0 9F 90 AF
🦁; Lion face; U+1F981; UTF-8: F0 9F A6 81
🐮; Cow face; U+1F42E; UTF-8: F0 9F 90 AE
🐷; Pig face; U+1F437; UTF-8: F0 9F 90 B7
🐽; Pig nose; U+1F43D; UTF-8: F0 9F 90 BD
🐸; Frog face; U+1F438; UTF-8: F0 9F 90 B8
🐙; Octopus; U+1F419; UTF-8: F0 9F 90 99
🐵; Monkey face; U+1F435; UTF-8: F0 9F 90 B5
🙈; See-no-evil monkey; U+1F648; UTF-8: F0 9F 99 88
🙉; Hear-no-evil monkey; U+1F649; UTF-8: F0 9F 99 89
🙊; Speak-no-evil monkey; U+1F64A; UTF-8: F0 9F 99 8A
🐒; Monkey; U+1F412; UTF-8: F0 9F 90 92
🐔; Chicken; U+1F414; UTF-8: F0 9F 90 94
🐧; Penguin; U+1F427; UTF-8: F0 9F 90 A7
🐦; Bird; U+1F426; UTF-8: F0 9F 90 A6
🐤; Baby chick; U+1F424; UTF-8: F0 9F 90 A4
🐣; Hatching chick; U+1F423; UTF-8: F0 9F 90 A3
🐥; Front-facing baby chick; U+1F425; UTF-8: F0 9F 90 A5
🐺; Wolf face; U+1F43A; UTF-8: F0 9F 90 BA
🐗; Boar; U+1F417; UTF-8: F0 9F 90 97
🐴; Horse face; U+1F434; UTF-8: F0 9F 90 B4
🦄; Unicorn face; U+1F984; UTF-8: F0 9F A6 84
🐝; Honeybee; U+1F41D; UTF-8: F0 9F 90 9D
🐛; Bug; U+1F41B; UTF-8: F0 9F 90 9B
🐌; Snail; U+1F40C; UTF-8: F0 9F 90 8C
🐞; Lady beetle; U+1F41E; UTF-8: F0 9F 90 9E
🐜; Ant; U+1F41C; UTF-8: F0 9F 90 9C
🕷; Spider; U+1F577; UTF-8: F0 9F 95 B7
🦂; Scorpion; U+1F982; UTF-8: F0 9F A6 82
🦀; Crab; U+1F980; UTF-8: F0 9F A6 80
🐍; Snake; U+1F40D; UTF-8: F0 9F 90 8D
🐢; Turtle; U+1F422; UTF-8: F0 9F 90 A2
🐠; Tropical fish; U+1F420; UTF-8: F0 9F 90 A0
🐟; Fish; U+1F41F; UTF-8: F0 9F 90 9F
🐡; Blowfish; U+1F421; UTF-8: F0 9F 90 A1
🐬; Dolphin; U+1F42C; UTF-8: F0 9F 90 AC
🐳; Spouting whale; U+1F433; UTF-8: F0 9F 90 B3
🐋; Whale; U+1F40B; UTF-8: F0 9F 90 8B
🐊; Crocodile; U+1F40A; UTF-8: F0 9F 90 8A
🐆; Leopard; U+1F406; UTF-8: F0 9F 90 86
🐅; Tiger; U+1F405; UTF-8: F0 9F 90 85
🐃; Water buffalo; U+1F403; UTF-8: F0 9F 90 83
🐂; Ox; U+1F402; UTF-8: F0 9F 90 82
🐄; Cow; U+1F404; UTF-8: F0 9F 90 84
🐪; Dromedary camel; U+1F42A; UTF-8: F0 9F 90 AA
🐫; Bactrian camel; U+1F42B; UTF-8: F0 9F 90 AB
🐘; Elephant; U+1F418; UTF-8: F0 9F 90 98
🐐; Goat; U+1F410; UTF-8: F0 9F 90 90
🐏; Ram; U+1F40F; UTF-8: F0 9F 90 8F
🐑; Sheep; U+1F411; UTF-8: F0 9F 90 91
🐎; Horse; U+1F40E; UTF-8: F0 9F 90 8E
🐖; Pig; U+1F416; UTF-8: F0 9F 90 96
🐀; Rat; U+1F400; UTF-8: F0 9F 90 80
🐁; Mouse; U+1F401; UTF-8: F0 9F 90 81
🐓; Rooster; U+1F413; UTF-8: F0 9F 90 93
🦃; Turkey; U+1F983; UTF-8: F0 9F A6 83
🕊; Dove of peace; U+1F54A; UTF-8: F0 9F 95 8A
🐕; Dog; U+1F415; UTF-8: F0 9F 90 95
🐩; Poodle; U+1F429; UTF-8: F0 9F 90 A9
🐈; Cat; U+1F408; UTF-8: F0 9F 90 88
🐇; Rabbit; U+1F407; UTF-8: F0 9F 90 87
🐿; Chipmunk; U+1F43F; UTF-8: F0 9F 90 BF
🐾; Paw prints; U+1F43E; UTF-8: F0 9F 90 BE
🐉; Dragon; U+1F409; UTF-8: F0 9F 90 89
🐲; Dragon face; U+1F432; UTF-8: F0 9F 90 B2
🌵; Cactus; U+1F335; UTF-8: F0 9F 8C B5
🎄; Christmas tree; U+1F384; UTF-8: F0 9F 8E 84
🌲; Evergreen tree; U+1F332; UTF-8: F0 9F 8C B2
🌳; Deciduous tree; U+1F333; UTF-8: F0 9F 8C B3
🌴; Palm tree; U+1F334; UTF-8: F0 9F 8C B4
🌱; Seedling; U+1F331; UTF-8: F0 9F 8C B1
🌿; Herb; U+1F33F; UTF-8: F0 9F 8C BF
☘; Shamrock; U+2618; UTF-8: E2 98 98
🍀; Four leaf clover; U+1F340; UTF-8: F0 9F 8D 80
🎍; Pine decoration; U+1F38D; UTF-8: F0 9F 8E 8D
🎋; Tanabata tree; U+1F38B; UTF-8: F0 9F 8E 8B
🍃; Leaf fluttering in wind; U+1F343; UTF-8: F0 9F 8D 83
🍂; Fallen leaf; U+1F342; UTF-8: F0 9F 8D 82
🍁; Maple leaf; U+1F341; UTF-8: F0 9F 8D 81
🌾; Ear of rice; U+1F33E; UTF-8: F0 9F 8C BE
🌺; Hibiscus; U+1F33A; UTF-8: F0 9F 8C BA
🌻; Sunflower; U+1F33B; UTF-8: F0 9F 8C BB
🌹; Rose; U+1F339; UTF-8: F0 9F 8C B9
🌷; Tulip; U+1F337; UTF-8: F0 9F 8C B7
🌼; Blossom; U+1F33C; UTF-8: F0 9F 8C BC
🌸; Cherry blossom; U+1F338; UTF-8: F0 9F 8C B8
💐; Bouquet; U+1F490; UTF-8: F0 9F 92 90
🍄; Mushroom; U+1F344; UTF-8: F0 9F 8D 84
🌰; Chestnut; U+1F330; UTF-8: F0 9F 8C B0
🎃; Jack-o-lantern; U+1F383; UTF-8: F0 9F 8E 83
🐚; Spiral shell; U+1F41A; UTF-8: F0 9F 90 9A
🕸; Spider web; U+1F578; UTF-8: F0 9F 95 B8
🌎; Earth globe americas; U+1F30E; UTF-8: F0 9F 8C 8E
🌍; Earth globe europe-africa; U+1F30D; UTF-8: F0 9F 8C 8D
🌏; Earth globe asia-australia; U+1F30F; UTF-8: F0 9F 8C 8F
🌕; Full moon symbol; U+1F315; UTF-8: F0 9F 8C 95
🌖; Waning gibbous moon symbol; U+1F316; UTF-8: F0 9F 8C 96
🌗; Last quarter moon symbol; U+1F317; UTF-8: F0 9F 8C 97
🌘; Waning crescent moon symbol; U+1F318; UTF-8: F0 9F 8C 98
🌑; New moon symbol; U+1F311; UTF-8: F0 9F 8C 91
🌒; Waxing crescent moon symbol; U+1F312; UTF-8: F0 9F 8C 92
🌓; First quarter moon symbol; U+1F313; UTF-8: F0 9F 8C 93
🌔; Waxing gibbous moon symbol; U+1F314; UTF-8: F0 9F 8C 94
🌚; New moon with face; U+1F31A; UTF-8: F0 9F 8C 9A
🌝; Full moon with face; U+1F31D; UTF-8: F0 9F 8C 9D
🌛; First quarter moon with face; U+1F31B; UTF-8: F0 9F 8C 9B
🌜; Last quarter moon with face; U+1F31C; UTF-8: F0 9F 8C 9C
🌞; Sun with face; U+1F31E; UTF-8: F0 9F 8C 9E
🌙; Crescent moon; U+1F319; UTF-8: F0 9F 8C 99
⭐️; White medium star; U+2B50 U+FE0F; UTF-8: E2 AD 90 EF B8 8F
