
Smileys and people

🏺; Amphora; U+1F3FA; UTF-8: F0 9F 8F BA
🔮; Crystal ball; U+1F52E; UTF-8: F0 9F 94 AE
📿; Prayer beads; U+1F4FF; UTF-8: F0 9F 93 BF
💈; Barber pole; U+1F488; UTF-8: F0 9F 92 88
⚗; Alembic; U+2697; UTF-8: E2 9A 97
🔭; Telescope; U+1F52D; UTF-8: F0 9F 94 AD
🔬; Microscope; U+1F52C; UTF-8: F0 9F 94 AC
🕳; Hole; U+1F573; UTF-8: F0 9F 95 B3
💊; Pill; U+1F48A; UTF-8: F0 9F 92 8A
💉; Syringe; U+1F489; UTF-8: F0 9F 92 89
🌡; Thermometer; U+1F321; UTF-8: F0 9F 8C A1
🏷; Label; U+1F3F7; UTF-8: F0 9F 8F B7
🔖; Bookmark; U+1F516; UTF-8: F0 9F 94 96
🚽; Toilet; U+1F6BD; UTF-8: F0 9F 9A BD
🚿; Shower; U+1F6BF; UTF-8: F0 9F 9A BF
🛁; Bathtub; U+1F6C1; UTF-8: F0 9F 9B 81
🔑; Key; U+1F511; UTF-8: F0 9F 94 91
🗝; Old key; U+1F5DD; UTF-8: F0 9F 97 9D
🛋; Couch and lamp; U+1F6CB; UTF-8: F0 9F 9B 8B
🛌; Sleeping accommodation; U+1F6CC; UTF-8: F0 9F 9B 8C
🛏; Bed; U+1F6CF; UTF-8: F0 9F 9B 8F
🚪; Door; U+1F6AA; UTF-8: F0 9F 9A AA
🛎; Bellhop bell; U+1F6CE; UTF-8: F0 9F 9B 8E
🖼; Frame with picture; U+1F5BC; UTF-8: F0 9F 96 BC
🗺; World map; U+1F5FA; UTF-8: F0 9F 97 BA
⛱; Umbrella on ground; U+26F1; UTF-8: E2 9B B1
🗿; Moyai; U+1F5FF; UTF-8: F0 9F 97 BF
🛍; Shopping bags; U+1F6CD; UTF-8: F0 9F 9B 8D
🎈; Balloon; U+1F388; UTF-8: F0 9F 8E 88
🎏; Carp streamer; U+1F38F; UTF-8: F0 9F 8E 8F
🎀; Ribbon; U+1F380; UTF-8: F0 9F 8E 80
🎁; Wrapped present; U+1F381; UTF-8: F0 9F 8E 81
🎊; Confetti ball; U+1F38A; UTF-8: F0 9F 8E 8A
🎉; Party popper; U+1F389; UTF-8: F0 9F 8E 89
🎎; Japanese dolls; U+1F38E; UTF-8: F0 9F 8E 8E
🎐; Wind chime; U+1F390; UTF-8: F0 9F 8E 90
🎌; Crossed flags; U+1F38C; UTF-8: F0 9F 8E 8C
🏮; Izakaya lantern; U+1F3EE; UTF-8: F0 9F 8F AE
✉️; Envelope; U+2709 U+FE0F; UTF-8: E2 9C 89 EF B8 8F
📩; Envelope with downwards arrow above; U+1F4E9; UTF-8: F0 9F 93 A9
📨; Incoming envelope; U+1F4E8; UTF-8: F0 9F 93 A8
📧; E-mail symbol; U+1F4E7; UTF-8: F0 9F 93 A7
💌; Love letter; U+1F48C; UTF-8: F0 9F 92 8C
📮; Postbox; U+1F4EE; UTF-8: F0 9F 93 AE
📪; Closed mailbox with lowered flag; U+1F4EA; UTF-8: F0 9F 93 AA
📫; Closed mailbox with raised flag; U+1F4EB; UTF-8: F0 9F 93 AB
📬; Open mailbox with raised flag; U+1F4EC; UTF-8: F0 9F 93 AC
📭; Open mailbox with lowered flag; U+1F4ED; UTF-8: F0 9F 93 AD
📦; Package; U+1F4E6; UTF-8: F0 9F 93 A6
📯; Postal horn; U+1F4EF; UTF-8: F0 9F 93 AF
📥; Inbox tray; U+1F4E5; UTF-8: F0 9F 93 A5
📤; Outbox tray; U+1F4E4; UTF-8: F0 9F 93 A4
📜; Scroll; U+1F4DC; UTF-8: F0 9F 93 9C
📃; Page with curl; U+1F4C3; UTF-8: F0 9F 93 83
📑; Bookmark tabs; U+1F4D1; UTF-8: F0 9F 93 91
📊; Bar chart; U+1F4CA; UTF-8: F0 9F 93 8A
📈; Chart with upwards trend; U+1F4C8; UTF-8: F0 9F 93 88
📉; Chart with downwards trend; U+1F4C9; UTF-8: F0 9F 93 89
📄; Page facing up; U+1F4C4; UTF-8: F0 9F 93 84
📅; Calendar; U+1F4C5; UTF-8: F0 9F 93 85
📆; Tear-off calendar; U+1F4C6; UTF-8: F0 9F 93 86
🗓; Spiral calendar pad; U+1F5D3; UTF-8: F0 9F 97 93
📇; Card index; U+1F4C7; UTF-8: F0 9F 93 87
🗃; Card file box; U+1F5C3; UTF-8: F0 9F 97 83
🗳; Ballot box with ballot; U+1F5F3; UTF-8: F0 9F 97 B3
🗄; File cabinet; U+1F5C4; UTF-8: F0 9F 97 84
📋; Clipboard; U+1F4CB; UTF-8: F0 9F 93 8B
🗒; Spiral note pad; U+1F5D2; UTF-8: F0 9F 97 92
📁; File folder; U+1F4C1; UTF-8: F0 9F 93 81
📂; Open file folder; U+1F4C2; UTF-8: F0 9F 93 82
🗂; Card index dividers; U+1F5C2; UTF-8: F0 9F 97 82
🗞; Rolled-up newspaper; U+1F5DE; UTF-8: F0 9F 97 9E
📰; Newspaper; U+1F4F0; UTF-8: F0 9F 93 B0
📓; Notebook; U+1F4D3; UTF-8: F0 9F 93 93
📕; Closed book; U+1F4D5; UTF-8: F0 9F 93 95
📗; Green book; U+1F4D7; UTF-8: F0 9F 93 97
📘; Blue book; U+1F4D8; UTF-8: F0 9F 93 98
📙; Orange book; U+1F4D9; UTF-8: F0 9F 93 99
📔; Notebook with decorative cover; U+1F4D4; UTF-8: F0 9F 93 94
📒; Ledger; U+1F4D2; UTF-8: F0 9F 93 92
📚; Books; U+1F4DA; UTF-8: F0 9F 93 9A
📖; Open book; U+1F4D6; UTF-8: F0 9F 93 96
🔗; Link symbol; U+1F517; UTF-8: F0 9F 94 97
📎; Paperclip; U+1F4CE; UTF-8: F0 9F 93 8E
🖇; Linked paperclips; U+1F587; UTF-8: F0 9F 96 87
✂️; Black scissors; U+2702 U+FE0F; UTF-8: E2 9C 82 EF B8 8F
📐; Triangular ruler; U+1F4D0; UTF-8: F0 9F 93 90
📏; Straight ruler; U+1F4CF; UTF-8: F0 9F 93 8F
📌; Pushpin; U+1F4CC; UTF-8: F0 9F 93 8C
📍; Round pushpin; U+1F4CD; UTF-8: F0 9F 93 8D
🚩; Triangular flag on post; U+1F6A9; UTF-8: F0 9F 9A A9
🏳; Waving white flag; U+1F3F3; UTF-8: F0 9F 8F B3
🏴; Waving black flag; U+1F3F4; UTF-8: F0 9F 8F B4
🔐; Closed lock with key; U+1F510; UTF-8: F0 9F 94 90
🔒; Lock; U+1F512; UTF-8: F0 9F 94 92
🔓; Open lock; U+1F513; UTF-8: F0 9F 94 93
🔏; Lock with ink pen; U+1F50F; UTF-8: F0 9F 94 8F
🖊; Lower left ballpoint pen; U+1F58A; UTF-8: F0 9F 96 8A
🖋; Lower left fountain pen; U+1F58B; UTF-8: F0 9F 96 8B
✒️; Black nib; U+2712 U+FE0F; UTF-8: E2 9C 92 EF B8 8F
📝; Memo; U+1F4DD; UTF-8: F0 9F 93 9D
✏️; Pencil; U+270F U+FE0F; UTF-8: E2 9C 8F EF B8 8F
🖍; Lower left crayon; U+1F58D; UTF-8: F0 9F 96 8D
🖌; Lower left paintbrush; U+1F58C; UTF-8: F0 9F 96 8C
🔍; Left-pointing magnifying glass; U+1F50D; UTF-8: F0 9F 94 8D
🔎; Right-pointing magnifying glass; U+1F50E; UTF-8: F0 9F 94 8E

Symbols

❤️; Heavy black heart; U+2764 U+FE0F; UTF-8: E2 9D A4 EF B8 8F
💛; Yellow heart; U+1F49B; UTF-8: F0 9F 92 9B
💚; Green heart; U+1F49A; UTF-8: F0 9F 92 9A
💙; Blue heart; U+1F499; UTF-8: F0 9F 92 99
💜; Purple heart; U+1F49C; UTF-8: F0 9F 92 9C
💔; Broken heart; U+1F494; UTF-8: F0 9F 92 94
❣️; Heavy heart exclamation mark ornament; U+2763 U+FE0F; UTF-8: E2 9D A3 EF B8 8F
💕; Two hearts; U+1F495; UTF-8: F0 9F 92 95
💞; Revolving hearts; U+1F49E; UTF-8: F0 9F 92 9E
💓; Beating heart; U+1F493; UTF-8: F0 9F 92 93
💗; Growing heart; U+1F497; UTF-8: F0 9F 92 97
💖; Sparkling heart; U+1F496; UTF-8: F0 9F 92 96
💘; Heart with arrow; U+1F498; UTF-8: F0 9F 92 98
💝; Heart with ribbon; U+1F49D; UTF-8: F0 9F 92 9D
💟; Heart decoration; U+1F49F; UTF-8: F0 9F 92 9F
☮️; Peace symbol; U+262E U+FE0F; UTF-8: E2 98 AE EF B8 8F
✝️; Latin cross; U+271D U+FE0F; UTF-8: E2 9C 9D EF B8 8F
☪️; Star and crescent; U+262A U+FE0F; UTF-8: E2 98 AA EF B8 8F
🕉; Om symbol; U+1F549; UTF-8: F0 9F 95 89
☸️; Wheel of dharma; U+2638 U+FE0F; UTF-8: E2 98 B8 EF B8 8F
✡️; Star of david; U+2721 U+FE0F; UTF-8: E2 9C A1 EF B8 8F
🔯; Six pointed star with middle dot; U+1F52F; UTF-8: F0 9F 94 AF
🕎; Menorah with nine branches; U+1F54E; UTF-8: F0 9F 95 8E
☯️; Yin yang; U+262F U+FE0F; UTF-8: E2 98 AF EF B8 8F
☦️; Orthodox cross; U+2626 U+FE0F; UTF-8: E2 98 A6 EF B8 8F
🛐; Place of worship; U+1F6D0; UTF-8: F0 9F 9B 90
⛎; Ophiuchus; U+26CE; UTF-8: E2 9B 8E
♈️; Aries; U+2648 U+FE0F; UTF-8: E2 99 88 EF B8 8F
♉️; Taurus; U+2649 U+FE0F; UTF-8: E2 99 89 EF B8 8F
♊️; Gemini; U+264A U+FE0F; UTF-8: E2 99 8A EF B8 8F
♋️; Cancer; U+264B U+FE0F; UTF-8: E2 99 8B EF B8 8F
♌️; Leo; U+264C U+FE0F; UTF-8: E2 99 8C EF B8 8F
♍️; Virgo; U+264D U+FE0F; UTF-8: E2 99 8D EF B8 8F
♎️; Libra; U+264E U+FE0F; UTF-8: E2 99 8E EF B8 8F
♏️; Scorpius; U+264F U+FE0F; UTF-8: E2 99 8F EF B8 8F
♐️; Sagittarius; U+2650 U+FE0F; UTF-8: E2 99 90 EF B8 8F
♑️; Capricorn; U+2651 U+FE0F; UTF-8: E2 99 91 EF B8 8F
♒️; Aquarius; U+2652 U+FE0F; UTF-8: E2 99 92 EF B8 8F
♓️; Pisces; U+2653 U+FE0F; UTF-8: E2 99 93 EF B8 8F
🆔; Squared ID; U+1F194; UTF-8: F0 9F 86 94
⚛; Atom symbol; U+269B; UTF-8: E2 9A 9B
🈳; Squared cjk unified ideograph-7a7a; U+1F233; UTF-8: F0 9F 88 B3
🈹; Squared cjk unified ideograph-5272; U+1F239; UTF-8: F0 9F 88 B9
☢️; Radioactive sign; U+2622 U+FE0F; UTF-8: E2 98 A2 EF B8 8F
☣️; Biohazard sign; U+2623 U+FE0F; UTF-8: E2 98 A3 EF B8 8F
📴; Mobile phone off; U+1F4F4; UTF-8: F0 9F 93 B4
📳; Vibration mode; U+1F4F3; UTF-8: F0 9F 93 B3
🈶; Squared cjk unified ideograph-6709; U+1F236; UTF-8: F0 9F 88 B6
🈚️; Squared cjk unified ideograph-7121; U+1F21A U+FE0F; UTF-8: F0 9F 88 9A EF B8 8F
🈸; Squared cjk unified ideograph-7533; U+1F238; UTF-8: F0 9F 88 B8
🈺; Squared cjk unified ideograph-55b6; U+1F23A; UTF-8: F0 9F 88 BA
🈷️; Squared cjk unified ideograph-6708; U+1F237 U+FE0F; UTF-8: F0 9F 88 B7 EF B8 8F
✴️; Eight pointed black star; U+2734 U+FE0F; UTF-8: E2 9C B4 EF B8 8F
🆚; Squared vs; U+1F19A; UTF-8: F0 9F 86 9A
🉑; Circled ideograph accept; U+1F251; UTF-8: F0 9F 89 91
💮; White flower; U+1F4AE; UTF-8: F0 9F 92 AE
🉐; Circled ideograph advantage; U+1F250; UTF-8: F0 9F 89 90
㊙️; Circled ideograph secret; U+3299 U+FE0F; UTF-8: E3 8A 99 EF B8 8F
㊗️; Circled ideograph congratulation; U+3297 U+FE0F; UTF-8: E3 8A 97 EF B8 8F
🈴; Squared cjk unified ideograph-5408; U+1F234; UTF-8: F0 9F 88 B4
🈵; Squared cjk unified ideograph-6e80; U+1F235; UTF-8: F0 9F 88 B5
🈲; Squared cjk unified ideograph-7981; U+1F232; UTF-8: F0 9F 88 B2
🅰️; Negative squared latin capital letter A; U+1F170 U+FE0F; UTF-8: F0 9F 85 B0 EF B8 8F
🅱️; Negative squared latin capital letter B; U+1F171 U+FE0F; UTF-8: F0 9F 85 B1 EF B8 8F
🆎; Negative squared AB; U+1F18E; UTF-8: F0 9F 86 8E
🆑; Squared CL; U+1F191; UTF-8: F0 9F 86 91
🅾️; Negative squared latin capital letter O; U+1F17E U+FE0F; UTF-8: F0 9F 85 BE EF B8 8F
🆘; Squared SOS; U+1F198; UTF-8: F0 9F 86 98
⛔️; No entry; U+26D4 U+FE0F; UTF-8: E2 9B 94 EF B8 8F
📛; Name badge; U+1F4DB; UTF-8: F0 9F 93 9B
🚫; No entry sign; U+1F6AB; UTF-8: F0 9F 9A AB
❌; Cross mark; U+274C; UTF-8: E2 9D 8C
⭕️; Heavy large circle; U+2B55 U+FE0F; UTF-8: E2 AD 95 EF B8 8F
💢; Anger symbol; U+1F4A2; UTF-8: F0 9F 92 A2
♨️; Hot springs; U+2668 U+FE0F; UTF-8: E2 99 A8 EF B8 8F
🚷; No pedestrians; U+1F6B7; UTF-8: F0 9F 9A B7
🚯; Do not litter symbol; U+1F6AF; UTF-8: F0 9F 9A AF
🚳; No bicycles; U+1F6B3; UTF-8: F0 9F 9A B3
🚱; Non-potable water symbol; U+1F6B1; UTF-8: F0 9F 9A B1
🔞; No one under eighteen symbol; U+1F51E; UTF-8: F0 9F 94 9E
📵; No mobile phones; U+1F4F5; UTF-8: F0 9F 93 B5
❗️; Heavy exclamation mark symbol; U+2757 U+FE0F; UTF-8: E2 9D 97 EF B8 8F
❕; White exclamation mark ornament; U+2755; UTF-8: E2 9D 95
❓; Black question mark ornament; U+2753; UTF-8: E2 9D 93
❔; White question mark ornament; U+2754; UTF-8: E2 9D 94
‼️; Double exclamation mark; U+203C U+FE0F; UTF-8: E2 80 BC EF B8 8F
⁉️; Exclamation question mark; U+2049 U+FE0F; UTF-8: E2 81 89 EF B8 8F
💯; Hundred points symbol; U+1F4AF; UTF-8: F0 9F 92 AF
🔅; Low brightness symbol; U+1F505; UTF-8: F0 9F 94 85
🔆; High brightness symbol; U+1F506; UTF-8: F0 9F 94 86
🔱; Trident emblem; U+1F531; UTF-8: F0 9F 94 B1
⚜; Fleur-de-lis; U+269C; UTF-8: E2 9A 9C
〽️; Part alternation mark; U+303D U+FE0F; UTF-8: E3 80 BD EF B8 8F
⚠️; Warning sign; U+26A0 U+FE0F; UTF-8: E2 9A A0 EF B8 8F
🚸; Children crossing; U+1F6B8; UTF-8: F0 9F 9A B8
🔰; Japanese symbol for beginner; U+1F530; UTF-8: F0 9F 94 B0
♻️; Black universal recycling symbol; U+267B U+FE0F; UTF-8: E2 99 BB EF B8 8F
🈯️; Squared cjk unified ideograph-6307; U+1F22F U+FE0F; UTF-8: F0 9F 88 AF EF B8 8F
💹; Chart with upwards trend and yen sign; U+1F4B9; UTF-8: F0 9F 92 B9
❇️; Sparkle; U+2747 U+FE0F; UTF-8: E2 9D 87 EF B8 8F
✳️; Eight spoked asterisk; U+2733 U+FE0F; UTF-8: E2 9C B3 EF B8 8F
❎; Negative squared cross mark; U+274E; UTF-8: E2 9D 8E
✅; White heavy check mark; U+2705; UTF-8: E2 9C 85
💠; Diamond shape with a dot inside; U+1F4A0; UTF-8: F0 9F 92 A0
🌀; Cyclone; U+1F300; UTF-8: F0 9F 8C 80
➿; Double curly loop; U+27BF; UTF-8: E2 9E BF
🌐; Globe with meridians; U+1F310; UTF-8: F0 9F 8C 90
Ⓜ️; Circled latin capital letter M; U+24C2 U+FE0F; UTF-8: E2 93 82 EF B8 8F
🏧; Automated teller machine; U+1F3E7; UTF-8: F0 9F 8F A7
🈂️; Squared katakana sa; U+1F202 U+FE0F; UTF-8: F0 9F 88 82 EF B8 8F
🛂; Passport control; U+1F6C2; UTF-8: F0 9F 9B 82
🛃; Customs; U+1F6C3; UTF-8: F0 9F 9B 83
🛄; Baggage claim; U+1F6C4; UTF-8: F0 9F 9B 84
🛅; Left luggage; U+1F6C5; UTF-8: F0 9F 9B 85
♿️; Wheelchair symbol; U+267F U+FE0F; UTF-8: E2 99 BF EF B8 8F
🚭; No smoking symbol; U+1F6AD; UTF-8: F0 9F 9A AD
🚾; Water closet; U+1F6BE; UTF-8: F0 9F 9A BE
🅿️; Negative squared latin capital letter P; U+1F17F U+FE0F; UTF-8: F0 9F 85 BF EF B8 8F
🚰; Potable water symbol; U+1F6B0; UTF-8: F0 9F 9A B0
🚹; Mens symbol; U+1F6B9; UTF-8: F0 9F 9A B9
🚺; Womens symbol; U+1F6BA; UTF-8: F0 9F 9A BA
🚼; Baby symbol; U+1F6BC; UTF-8: F0 9F 9A BC
🚻; Restroom; U+1F6BB; UTF-8: F0 9F 9A BB
🚮; Put litter in its place symbol; U+1F6AE; UTF-8: F0 9F 9A AE
🎦; Cinema; U+1F3A6; UTF-8: F0 9F 8E A6
📶; Antenna with bars; U+1F4F6; UTF-8: F0 9F 93 B6
🈁; Squared katakana koko; U+1F201; UTF-8: F0 9F 88 81
🆖; Squared ng; U+1F196; UTF-8: F0 9F 86 96
🆗; Squared OK; U+1F197; UTF-8: F0 9F 86 97
🆙; Squared up with exclamation mark; U+1F199; UTF-8: F0 9F 86 99
🆒; Squared cool; U+1F192; UTF-8: F0 9F 86 92
🆕; Squared new; U+1F195; UTF-8: F0 9F 86 95
🆓; Squared free; U+1F193; UTF-8: F0 9F 86 93
0️⃣; Keycap 0; U+0030 U+FE0F U+20E3; UTF-8: 30 EF B8 8F E2 83 A3
1️⃣; Keycap 1; U+0031 U+FE0F U+20E3; UTF-8: 31 EF B8 8F E2 83 A3
2️⃣; Keycap 2; U+0032 U+FE0F U+20E3; UTF-8: 32 EF B8 8F E2 83 A3
3️⃣; Keycap 3; U+0033 U+FE0F U+20E3; UTF-8: 33 EF B8 8F E2 83 A3
4️⃣; Keycap 4; U+0034 U+FE0F U+20E3; UTF-8: 34 EF B8 8F E2 83 A3
5️⃣; Keycap 5; U+0035 U+FE0F U+20E3; UTF-8: 35 EF B8 8F E2 83 A3
6️⃣; Keycap 6; U+0036 U+FE0F U+20E3; UTF-8: 36 EF B8 8F E2 83 A3
7️⃣; Keycap 7; U+0037 U+FE0F U+20E3; UTF-8: 37 EF B8 8F E2 83 A3
8️⃣; Keycap 8; U+0038 U+FE0F U+20E3; UTF-8: 38 EF B8 8F E2 83 A3
9️⃣; Keycap 9; U+0039 U+FE0F U+20E3; UTF-8: 39 EF B8 8F E2 83 A3
🔟; Keycap 10; U+1F51F; UTF-8: F0 9F 94 9F
🔢; Input symbol for numbers; U+1F522; UTF-8: F0 9F 94 A2
▶️; Black right-pointing triangle; U+25B6 U+FE0F; UTF-8: E2 96 B6 EF B8 8F
⏸; Double vertical bar; U+23F8; UTF-8: E2 8F B8
⏯; Black right-pointing triangle with double vertical bar; U+23EF; UTF-8: E2 8F AF
⏹; Black square for stop; U+23F9; UTF-8: E2 8F B9
⏺; Black circle for record; U+23FA; UTF-8: E2 8F BA
⏭; Black right-pointing double triangle with vertical bar; U+23ED; UTF-8: E2 8F AD
⏮; Black left-pointing double triangle with vertical bar; U+23EE; UTF-8: E2 8F AE
⏩; Black right-pointing double triangle; U+23E9; UTF-8: E2 8F A9
⏪; Black left-pointing double triangle; U+23EA; UTF-8: E2 8F AA
🔀; Twisted rightwards arrows; U+1F500; UTF-8: F0 9F 94 80
🔁; Clockwise rightwards and leftwards open circle arrows; U+1F501; UTF-8: F0 9F 94 81
🔂; Clockwise rightwards and leftwards open circle arrows with circled one overlay; U+1F502; UTF-8: F0 9F 94 82
◀️; Black left-pointing triangle; U+25C0 U+FE0F; UTF-8: E2 97 80 EF B8 8F
🔼; Up-pointing small red triangle; U+1F53C; UTF-8: F0 9F 94 BC
🔽; Down-pointing small red triangle; U+1F53D; UTF-8: F0 9F 94 BD
⏫; Black up-pointing double triangle; U+23EB; UTF-8: E2 8F AB
⏬; Black down-pointing double triangle; U+23EC; UTF-8: E2 8F AC
➡️; Black rightwards arrow; U+27A1 U+FE0F; UTF-8: E2 9E A1 EF B8 8F
⬅️; Leftwards black arrow; U+2B05 U+FE0F; UTF-8: E2 AC 85 EF B8 8F
⬆️; Upwards black arrow; U+2B06 U+FE0F; UTF-8: E2 AC 86 EF B8 8F
⬇️; Downwards black arrow; U+2B07 U+FE0F; UTF-8: E2 AC 87 EF B8 8F
↗️; North east arrow; U+2197 U+FE0F; UTF-8: E2 86 97 EF B8 8F
↘️; South east arrow; U+2198 U+FE0F; UTF-8: E2 86 98 EF B8 8F
↙️; South west arrow; U+2199 U+FE0F; UTF-8: E2 86 99 EF B8 8F
↖️; North west arrow; U+2196 U+FE0F; UTF-8: E2 86 96 EF B8 8F
↕️; Up down arrow; U+2195 U+FE0F; UTF-8: E2 86 95 EF B8 8F
↔️; Left right arrow; U+2194 U+FE0F; UTF-8: E2 86 94 EF B8 8F
🔄; Anticlockwise downwards and upwards open circle arrows; U+1F504; UTF-8: F0 9F 94 84
↪️; Rightwards arrow with hook; U+21AA U+FE0F; UTF-8: E2 86 AA EF B8 8F
↩️; Leftwards arrow with hook; U+21A9 U+FE0F; UTF-8: E2 86 A9 EF B8 8F
⤴️; Arrow pointing rightwards then curving upwards; U+2934 U+FE0F; UTF-8: E2 A4 B4 EF B8 8F
⤵️; Arrow pointing rightwards then curving downwards; U+2935 U+FE0F; UTF-8: E2 A4 B5 EF B8 8F
#️⃣; Keycap Number Sign; U+0023 U+FE0F U+20E3; UTF-8: 23 EF B8 8F E2 83 A3
*️⃣; Keycap asterisk; U+002A U+FE0F U+20E3; UTF-8: 2A EF B8 8F E2 83 A3
ℹ️; Information source; U+2139 U+FE0F; UTF-8: E2 84 B9 EF B8 8F
🔤; Input symbol for latin letters; U+1F524; UTF-8: F0 9F 94 A4
🔡; Input symbol for latin small letters; U+1F521; UTF-8: F0 9F 94 A1
🔠; Input symbol for latin capital letters; U+1F520; UTF-8: F0 9F 94 A0
🔣; Input symbol for symbols; U+1F523; UTF-8: F0 9F 94 A3
🎵; Musical note; U+1F3B5; UTF-8: F0 9F 8E B5
🎶; Multiple musical notes; U+1F3B6; UTF-8: F0 9F 8E B6
〰️; Wavy dash; U+3030 U+FE0F; UTF-8: E3 80 B0 EF B8 8F
➰; Curly loop; U+27B0; UTF-8: E2 9E B0
✔️; Heavy check mark; U+2714 U+FE0F; UTF-8: E2 9C 94 EF B8 8F
🔃; Clockwise downwards and upwards open circle arrows; U+1F503; UTF-8: F0 9F 94 83
➕; Heavy plus sign; U+2795; UTF-8: E2 9E 95
➖; Heavy minus sign; U+2796; UTF-8: E2 9E 96
➗; Heavy division sign; U+2797; UTF-8: E2 9E 97
✖️; Heavy multiplication x; U+2716 U+FE0F; UTF-8: E2 9C 96 EF B8 8F
💲; Heavy dollar sign; U+1F4B2; UTF-8: F0 9F 92 B2
💱; Currency exchange; U+1F4B1; UTF-8: F0 9F 92 B1
©️; Copyright sign; U+00A9 U+FE0F; UTF-8: C2 A9 EF B8 8F
®️; Registered sign; U+00AE U+FE0F; UTF-8: C2 AE EF B8 8F
™️; Trade mark sign; U+2122 U+FE0F; UTF-8: E2 84 A2 EF B8 8F
🔚; End with leftwards arrow above; U+1F51A; UTF-8: F0 9F 94 9A
🔙; Back with leftwards arrow above; U+1F519; UTF-8: F0 9F 94 99
🔛; On with exclamation mark with left right arrow above; U+1F51B; UTF-8: F0 9F 94 9B
🔝; Top with upwards arrow above; U+1F51D; UTF-8: F0 9F 94 9D
🔜; Soon with rightwards arrow above; U+1F51C; UTF-8: F0 9F 94 9C
☑️; Ballot box with check; U+2611 U+FE0F; UTF-8: E2 98 91 EF B8 8F
🔘; Radio button; U+1F518; UTF-8: F0 9F 94 98
⚪️; Medium white circle; U+26AA U+FE0F; UTF-8: E2 9A AA EF B8 8F
⚫️; Medium black circle; U+26AB U+FE0F; UTF-8: E2 9A AB EF B8 8F
🔴; Large red circle; U+1F534; UTF-8: F0 9F 94 B4
🔵; Large blue circle; U+1F535; UTF-8: F0 9F 94 B5
🔸; Small orange diamond; U+1F538; UTF-8: F0 9F 94 B8
🔹; Small blue diamond; U+1F539; UTF-8: F0 9F 94 B9
🔶; Large orange diamond; U+1F536; UTF-8: F0 9F 94 B6
🔷; Large blue diamond; U+1F537; UTF-8: F0 9F 94 B7
🔺; Up-pointing red triangle; U+1F53A; UTF-8: F0 9F 94 BA
▪️; Black small square; U+25AA U+FE0F; UTF-8: E2 96 AA EF B8 8F
▫️; White small square; U+25AB U+FE0F; UTF-8: E2 96 AB EF B8 8F
⬛️; Black large square; U+2B1B U+FE0F; UTF-8: E2 AC 9B EF B8 8F
⬜️; White large square; U+2B1C U+FE0F; UTF-8: E2 AC 9C EF B8 8F
🔻; Down-pointing red triangle; U+1F53B; UTF-8: F0 9F 94 BB
◼️; Black medium square; U+25FC U+FE0F; UTF-8: E2 97 BC EF B8 8F
◻️; White medium square; U+25FB U+FE0F; UTF-8: E2 97 BB EF B8 8F
◾️; Black medium small square; U+25FE U+FE0F; UTF-8: E2 97 BE EF B8 8F
◽️; White medium small square; U+25FD U+FE0F; UTF-8: E2 97 BD EF B8 8F
🔲; Black square button; U+1F532; UTF-8: F0 9F 94 B2
🔳; White square button; U+1F533; UTF-8: F0 9F 94 B3
🔈; Speaker; U+1F508; UTF-8: F0 9F 94 88
🔉; Speaker with one sound wave; U+1F509; UTF-8: F0 9F 94 89
🔊; Speaker with three sound waves; U+1F50A; UTF-8: F0 9F 94 8A
🔇; Speaker with cancellation stroke; U+1F507; UTF-8: F0 9F 94 87
📣; Cheering megaphone; U+1F4E3; UTF-8: F0 9F 93 A3
📢; Public address loudspeaker; U+1F4E2; UTF-8: F0 9F 93 A2
🔔; Bell; U+1F514; UTF-8: F0 9F 94 94
🔕; Bell with cancellation stroke; U+1F515; UTF-8: F0 9F 94 95
🃏; Playing card black joker; U+1F0CF; UTF-8: F0 9F 83 8F
🀄️; Mahjong tile red dragon; U+1F004 U+FE0F; UTF-8: F0 9F 80 84 EF B8 8F
♠️; Black spade suit; U+2660 U+FE0F; UTF-8: E2 99 A0 EF B8 8F
♣️; Black club suit; U+2663 U+FE0F; UTF-8: E2 99 A3 EF B8 8F
♥️; Black heart suit; U+2665 U+FE0F; UTF-8: E2 99 A5 EF B8 8F
♦️; Black diamond suit; U+2666 U+FE0F; UTF-8: E2 99 A6 EF B8 8F
🎴; Flower playing cards; U+1F3B4; UTF-8: F0 9F 8E B4
👁‍🗨; Eye in speech bubble; U+1F441 U+200D U+1F5E8; UTF-8: F0 9F 91 81 E2 80 8D F0 9F 97 A8
💭; Thought balloon; U+1F4AD; UTF-8: F0 9F 92 AD
🗯; Right anger bubble; U+1F5EF; UTF-8: F0 9F 97 AF
💬; Speech balloon; U+1F4AC; UTF-8: F0 9F 92 AC
🕐; Clock face one oclock; U+1F550; UTF-8: F0 9F 95 90
🕑; Clock face two oclock; U+1F551; UTF-8: F0 9F 95 91
🕒; Clock face three oclock; U+1F552; UTF-8: F0 9F 95 92
🕓; Clock face four oclock; U+1F553; UTF-8: F0 9F 95 93
🕔; Clock face five oclock; U+1F554; UTF-8: F0 9F 95 94
🕕; Clock face six oclock; U+1F555; UTF-8: F0 9F 95 95
🕖; Clock face seven oclock; U+1F556; UTF-8: F0 9F 95 96
🕗; Clock face eight oclock; U+1F557; UTF-8: F0 9F 95 97
